phase,job_key,run_phase,dataset,source_dataset,target_dataset,pair_id,triplet_id,comparison_role,pair_group,hparam_id,seed,transfer_mode,backend_transfer_mode,freeze_policy,source_checkpoint,baseline_native_checkpoint,checkpoint_export,lr_values,log_path
multihop,multihop/beauty_to_retail_rocket_to_KuaiRec/b_to_c_direct/shared_3/seed_2/feature_encoder_a12_router_init/no_freeze/lr_fixed1,AI502_P3_beauty_to_retail_rocket_to_kuairec_b_to_c_direct_shared_3_feature_encoder_a12_router_init_s2,KuaiRecLargeStrictPosV2_0.2,retail_rocket,KuaiRecLargeStrictPosV2_0.2,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,b_to_c_direct,,shared_3,2,feature_encoder_a12_router_init,feature_encoder_active_router,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_3/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/multihop/retail_rocket_to_KuaiRec/shared_3/seed_2/feature_encoder_a12_router_init/b_to_c_direct/best.pth,[0.0005476],
multihop,multihop/beauty_to_retail_rocket_to_KuaiRec/a_to_b_to_c/shared_3/seed_2/feature_encoder_a12_router_init/no_freeze/lr_fixed1,AI502_P3_beauty_to_retail_rocket_to_kuairec_a_to_b_to_c_shared_3_feature_encoder_a12_router_init_s2,KuaiRecLargeStrictPosV2_0.2,retail_rocket,KuaiRecLargeStrictPosV2_0.2,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,a_to_b_to_c,,shared_3,2,feature_encoder_a12_router_init,feature_encoder_active_router,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/init/beauty_to_retail_rocket/shared_3/seed_2/feature_encoder_a12_router_init/no_freeze/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/multihop/retail_rocket_to_KuaiRec/shared_3/seed_2/feature_encoder_a12_router_init/a_to_b_to_c/best.pth,[0.0005476],
multihop_bridge,bridge/beauty_to_retail_rocket/shared_3/seed_2/full_model_init/no_freeze/lr_fixed1,AI502_P3_BRIDGE_beauty_to_retail_rocket_shared_3_full_model_init_s2,retail_rocket,beauty,retail_rocket,beauty_to_retail_rocket,beauty_to_retail_rocket_to_KuaiRec,a_to_b_bridge,,shared_3,2,full_model_init,full_model,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_3/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_3/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/init/beauty_to_retail_rocket/shared_3/seed_2/full_model_init/no_freeze/best.pth,[0.00056966],
multihop,multihop/beauty_to_retail_rocket_to_KuaiRec/a_to_c_direct/shared_3/seed_2/full_model_init/no_freeze/lr_fixed1,AI502_P3_beauty_to_retail_rocket_to_kuairec_a_to_c_direct_shared_3_full_model_init_s2,KuaiRecLargeStrictPosV2_0.2,beauty,KuaiRecLargeStrictPosV2_0.2,beauty_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,a_to_c_direct,,shared_3,2,full_model_init,full_model,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_3/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/multihop/beauty_to_KuaiRec/shared_3/seed_2/full_model_init/a_to_c_direct/best.pth,[0.0005476],
multihop,multihop/beauty_to_retail_rocket_to_KuaiRec/b_to_c_direct/shared_3/seed_2/full_model_init/no_freeze/lr_fixed1,AI502_P3_beauty_to_retail_rocket_to_kuairec_b_to_c_direct_shared_3_full_model_init_s2,KuaiRecLargeStrictPosV2_0.2,retail_rocket,KuaiRecLargeStrictPosV2_0.2,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,b_to_c_direct,,shared_3,2,full_model_init,full_model,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_3/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/multihop/retail_rocket_to_KuaiRec/shared_3/seed_2/full_model_init/b_to_c_direct/best.pth,[0.0005476],
multihop,multihop/beauty_to_retail_rocket_to_KuaiRec/a_to_b_to_c/shared_3/seed_2/full_model_init/no_freeze/lr_fixed1,AI502_P3_beauty_to_retail_rocket_to_kuairec_a_to_b_to_c_shared_3_full_model_init_s2,KuaiRecLargeStrictPosV2_0.2,retail_rocket,KuaiRecLargeStrictPosV2_0.2,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,a_to_b_to_c,,shared_3,2,full_model_init,full_model,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/init/beauty_to_retail_rocket/shared_3/seed_2/full_model_init/no_freeze/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_2/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/multihop/retail_rocket_to_KuaiRec/shared_3/seed_2/full_model_init/a_to_b_to_c/best.pth,[0.0005476],
multihop_bridge,bridge/beauty_to_retail_rocket/shared_3/seed_3/feature_encoder_a12_router_init/no_freeze/lr_fixed1,AI502_P3_BRIDGE_beauty_to_retail_rocket_shared_3_feature_encoder_a12_router_init_s3,retail_rocket,beauty,retail_rocket,beauty_to_retail_rocket,beauty_to_retail_rocket_to_KuaiRec,a_to_b_bridge,,shared_3,3,feature_encoder_a12_router_init,feature_encoder_active_router,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/init/beauty_to_retail_rocket/shared_3/seed_3/feature_encoder_a12_router_init/no_freeze/best.pth,[0.00056966],
multihop,multihop/beauty_to_retail_rocket_to_KuaiRec/a_to_c_direct/shared_3/seed_3/feature_encoder_a12_router_init/no_freeze/lr_fixed1,AI502_P3_beauty_to_retail_rocket_to_kuairec_a_to_c_direct_shared_3_feature_encoder_a12_router_init_s3,KuaiRecLargeStrictPosV2_0.2,beauty,KuaiRecLargeStrictPosV2_0.2,beauty_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,a_to_c_direct,,shared_3,3,feature_encoder_a12_router_init,feature_encoder_active_router,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/multihop/beauty_to_KuaiRec/shared_3/seed_3/feature_encoder_a12_router_init/a_to_c_direct/best.pth,[0.0005476],
multihop,multihop/beauty_to_retail_rocket_to_KuaiRec/b_to_c_direct/shared_3/seed_3/feature_encoder_a12_router_init/no_freeze/lr_fixed1,AI502_P3_beauty_to_retail_rocket_to_kuairec_b_to_c_direct_shared_3_feature_encoder_a12_router_init_s3,KuaiRecLargeStrictPosV2_0.2,retail_rocket,KuaiRecLargeStrictPosV2_0.2,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,b_to_c_direct,,shared_3,3,feature_encoder_a12_router_init,feature_encoder_active_router,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/multihop/retail_rocket_to_KuaiRec/shared_3/seed_3/feature_encoder_a12_router_init/b_to_c_direct/best.pth,[0.0005476],
multihop,multihop/beauty_to_retail_rocket_to_KuaiRec/a_to_b_to_c/shared_3/seed_3/feature_encoder_a12_router_init/no_freeze/lr_fixed1,AI502_P3_beauty_to_retail_rocket_to_kuairec_a_to_b_to_c_shared_3_feature_encoder_a12_router_init_s3,KuaiRecLargeStrictPosV2_0.2,retail_rocket,KuaiRecLargeStrictPosV2_0.2,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,a_to_b_to_c,,shared_3,3,feature_encoder_a12_router_init,feature_encoder_active_router,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/init/beauty_to_retail_rocket/shared_3/seed_3/feature_encoder_a12_router_init/no_freeze/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/multihop/retail_rocket_to_KuaiRec/shared_3/seed_3/feature_encoder_a12_router_init/a_to_b_to_c/best.pth,[0.0005476],
multihop_bridge,bridge/beauty_to_retail_rocket/shared_3/seed_3/full_model_init/no_freeze/lr_fixed1,AI502_P3_BRIDGE_beauty_to_retail_rocket_shared_3_full_model_init_s3,retail_rocket,beauty,retail_rocket,beauty_to_retail_rocket,beauty_to_retail_rocket_to_KuaiRec,a_to_b_bridge,,shared_3,3,full_model_init,full_model,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/init/beauty_to_retail_rocket/shared_3/seed_3/full_model_init/no_freeze/best.pth,[0.00056966],
multihop,multihop/beauty_to_retail_rocket_to_KuaiRec/a_to_c_direct/shared_3/seed_3/full_model_init/no_freeze/lr_fixed1,AI502_P3_beauty_to_retail_rocket_to_kuairec_a_to_c_direct_shared_3_full_model_init_s3,KuaiRecLargeStrictPosV2_0.2,beauty,KuaiRecLargeStrictPosV2_0.2,beauty_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,a_to_c_direct,,shared_3,3,full_model_init,full_model,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/multihop/beauty_to_KuaiRec/shared_3/seed_3/full_model_init/a_to_c_direct/best.pth,[0.0005476],
multihop,multihop/beauty_to_retail_rocket_to_KuaiRec/b_to_c_direct/shared_3/seed_3/full_model_init/no_freeze/lr_fixed1,AI502_P3_beauty_to_retail_rocket_to_kuairec_b_to_c_direct_shared_3_full_model_init_s3,KuaiRecLargeStrictPosV2_0.2,retail_rocket,KuaiRecLargeStrictPosV2_0.2,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,b_to_c_direct,,shared_3,3,full_model_init,full_model,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/multihop/retail_rocket_to_KuaiRec/shared_3/seed_3/full_model_init/b_to_c_direct/best.pth,[0.0005476],
multihop,multihop/beauty_to_retail_rocket_to_KuaiRec/a_to_b_to_c/shared_3/seed_3/full_model_init/no_freeze/lr_fixed1,AI502_P3_beauty_to_retail_rocket_to_kuairec_a_to_b_to_c_shared_3_full_model_init_s3,KuaiRecLargeStrictPosV2_0.2,retail_rocket,KuaiRecLargeStrictPosV2_0.2,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,a_to_b_to_c,,shared_3,3,full_model_init,full_model,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/init/beauty_to_retail_rocket/shared_3/seed_3/full_model_init/no_freeze/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_3/seed_3/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/multihop/retail_rocket_to_KuaiRec/shared_3/seed_3/full_model_init/a_to_b_to_c/best.pth,[0.0005476],
multihop_bridge,bridge/beauty_to_retail_rocket/shared_4/seed_1/feature_encoder_a12_router_init/no_freeze/lr_fixed1,AI502_P3_BRIDGE_beauty_to_retail_rocket_shared_4_feature_encoder_a12_router_init_s1,retail_rocket,beauty,retail_rocket,beauty_to_retail_rocket,beauty_to_retail_rocket_to_KuaiRec,a_to_b_bridge,,shared_4,1,feature_encoder_a12_router_init,feature_encoder_active_router,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_4/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_4/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/init/beauty_to_retail_rocket/shared_4/seed_1/feature_encoder_a12_router_init/no_freeze/best.pth,[0.00056966],
multihop,multihop/beauty_to_retail_rocket_to_KuaiRec/a_to_c_direct/shared_4/seed_1/feature_encoder_a12_router_init/no_freeze/lr_fixed1,AI502_P3_beauty_to_retail_rocket_to_kuairec_a_to_c_direct_shared_4_feature_encoder_a12_router_init_s1,KuaiRecLargeStrictPosV2_0.2,beauty,KuaiRecLargeStrictPosV2_0.2,beauty_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,a_to_c_direct,,shared_4,1,feature_encoder_a12_router_init,feature_encoder_active_router,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_4/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_4/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/multihop/beauty_to_KuaiRec/shared_4/seed_1/feature_encoder_a12_router_init/a_to_c_direct/best.pth,[0.0005476],
multihop,multihop/beauty_to_retail_rocket_to_KuaiRec/b_to_c_direct/shared_4/seed_1/feature_encoder_a12_router_init/no_freeze/lr_fixed1,AI502_P3_beauty_to_retail_rocket_to_kuairec_b_to_c_direct_shared_4_feature_encoder_a12_router_init_s1,KuaiRecLargeStrictPosV2_0.2,retail_rocket,KuaiRecLargeStrictPosV2_0.2,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,b_to_c_direct,,shared_4,1,feature_encoder_a12_router_init,feature_encoder_active_router,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_4/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_4/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/multihop/retail_rocket_to_KuaiRec/shared_4/seed_1/feature_encoder_a12_router_init/b_to_c_direct/best.pth,[0.0005476],
multihop,multihop/beauty_to_retail_rocket_to_KuaiRec/a_to_b_to_c/shared_4/seed_1/feature_encoder_a12_router_init/no_freeze/lr_fixed1,AI502_P3_beauty_to_retail_rocket_to_kuairec_a_to_b_to_c_shared_4_feature_encoder_a12_router_init_s1,KuaiRecLargeStrictPosV2_0.2,retail_rocket,KuaiRecLargeStrictPosV2_0.2,retail_rocket_to_KuaiRec,beauty_to_retail_rocket_to_KuaiRec,a_to_b_to_c,,shared_4,1,feature_encoder_a12_router_init,feature_encoder_active_router,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/init/beauty_to_retail_rocket/shared_4/seed_1/feature_encoder_a12_router_init/no_freeze/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/KuaiRec/shared_4/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/multihop/retail_rocket_to_KuaiRec/shared_4/seed_1/feature_encoder_a12_router_init/a_to_b_to_c/best.pth,[0.0005476],
multihop_bridge,bridge/beauty_to_retail_rocket/shared_4/seed_1/full_model_init/no_freeze/lr_fixed1,AI502_P3_BRIDGE_beauty_to_retail_rocket_shared_4_full_model_init_s1,retail_rocket,beauty,retail_rocket,beauty_to_retail_rocket,beauty_to_retail_rocket_to_KuaiRec,a_to_b_bridge,,shared_4,1,full_model_init,full_model,no_freeze,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/beauty/shared_4/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/native/retail_rocket/shared_4/seed_1/best.pth,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/checkpoints/init/beauty_to_retail_rocket/shared_4/seed_1/full_model_init/no_freeze/best.pth,[0.00056966],
