question,dataset,setting_key,base_rank,base_tag,seed_id,result_path,checkpoint_file,intervention_manifest,status,error,timestamp_utc,source_result_json,model,intervention,intervention_label,intervention_group,target_family,logging_dir,result_file,special_metrics_file,router_diag_file,best_valid_mrr20,test_mrr20,best_valid_seen_mrr20,test_seen_mrr20,eval_split,stage_key,expert_group,mass
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:18.180427+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_zero_focus,Feature Zero focus,feature_zero_by_family,focus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_focus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_focus/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_focus/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_focus/router_diag.json,0.1336,0.1121,0.13359817472785532,0.11213699642984777,test,macro@1,Focus,0.23654036223888397
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:18.180427+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_zero_focus,Feature Zero focus,feature_zero_by_family,focus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_focus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_focus/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_focus/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_focus/router_diag.json,0.1336,0.1121,0.13359817472785532,0.11213699642984777,test,macro@1,Memory,0.2760429084300995
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:18.180427+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_zero_focus,Feature Zero focus,feature_zero_by_family,focus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_focus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_focus/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_focus/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_focus/router_diag.json,0.1336,0.1121,0.13359817472785532,0.11213699642984777,test,macro@1,Exposure,0.22047974169254303
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:22.640598+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_shuffle_focus,Feature Shuffle focus,feature_shuffle_by_family,focus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus/router_diag.json,0.1336,0.1113,0.13356797735755613,0.11133938971163834,test,macro@1,Tempo,0.2627800703048706
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:22.640598+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_shuffle_focus,Feature Shuffle focus,feature_shuffle_by_family,focus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus/router_diag.json,0.1336,0.1113,0.13356797735755613,0.11133938971163834,test,macro@1,Focus,0.24002987146377563
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:22.640598+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_shuffle_focus,Feature Shuffle focus,feature_shuffle_by_family,focus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus/router_diag.json,0.1336,0.1113,0.13356797735755613,0.11133938971163834,test,macro@1,Memory,0.27187952399253845
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:22.640598+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_shuffle_focus,Feature Shuffle focus,feature_shuffle_by_family,focus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_focus/router_diag.json,0.1336,0.1113,0.13356797735755613,0.11133938971163834,test,macro@1,Exposure,0.2253105342388153
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:27.151307+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_zero_tempo,Feature Zero tempo,feature_zero_by_family,tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo/router_diag.json,0.135,0.1121,0.13504152418362544,0.11210954580094863,test,macro@1,Tempo,0.2636353373527527
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:27.151307+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_zero_tempo,Feature Zero tempo,feature_zero_by_family,tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo/router_diag.json,0.135,0.1121,0.13504152418362544,0.11210954580094863,test,macro@1,Focus,0.2186090052127838
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:27.151307+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_zero_tempo,Feature Zero tempo,feature_zero_by_family,tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo/router_diag.json,0.135,0.1121,0.13504152418362544,0.11210954580094863,test,macro@1,Memory,0.26514580845832825
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:27.151307+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_zero_tempo,Feature Zero tempo,feature_zero_by_family,tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_zero_tempo/router_diag.json,0.135,0.1121,0.13504152418362544,0.11210954580094863,test,macro@1,Exposure,0.25260981917381287
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:31.604742+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_shuffle_tempo,Feature Shuffle tempo,feature_shuffle_by_family,tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo/router_diag.json,0.1353,0.1119,0.1352502425700246,0.11186365958644442,test,macro@1,Tempo,0.26177218556404114
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:31.604742+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_shuffle_tempo,Feature Shuffle tempo,feature_shuffle_by_family,tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo/router_diag.json,0.1353,0.1119,0.1352502425700246,0.11186365958644442,test,macro@1,Focus,0.23606957495212555
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:31.604742+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_shuffle_tempo,Feature Shuffle tempo,feature_shuffle_by_family,tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo/router_diag.json,0.1353,0.1119,0.1352502425700246,0.11186365958644442,test,macro@1,Memory,0.2682879567146301
a10,beauty,full,2,beauty_top02_rfmoe,3,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/intervention_manifest.csv,ok,,2026-04-19T03:33:31.604742+00:00,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_a10_beauty_full_r02_s3_20260419_030652_646587_pid705262.json,FeaturedMoE_N3,feature_shuffle_tempo,Feature Shuffle tempo,feature_shuffle_by_family,tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo/intervention_result.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/a10/interventions/A10_BEAUTY_FULL_R02_S3/beauty_20260419_033225/logging/beauty_feature_shuffle_tempo/router_diag.json,0.1353,0.1119,0.1352502425700246,0.11186365958644442,test,macro@1,Exposure,0.23387031257152557
